id,name,addr:block,addr:city,addr:country,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,addr:unit,alt_name,amenity,barrier,beds,building,building:levels,check_date,comment,contact:email,contact:facebook,contact:instagram,contact:mobile,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:twitter,description,designation,email,emergency,fax,fixme,full_name,healthcare,healthcare:speciality,heritage,heritage:operator,heritage:website,int_name,internet_access,landmark,landuse,mobile,name:bn,name:en,name:etymology:wikidata,name:hi,name:kn,name:ml,name:ta,name:ur,nohousenumber,note,official_name,official_name:etymology:wikidata,old_name,old_name:kn,opening_hours,operator,operator:short,operator:type,operator:wikidata,operator:wikipedia,phone,ref:nmma,research,short_name,source,start_date,toilets:wheelchair,type,ups_hospital,website,wheelchair,wikidata,wikimedia_commons,wikipedia,latitude,longitude
4447087999,Acura Speciality Hospital,,Bangalore,,Bengaluru Urban,"435, Acura Hospital, 18th Main, 6th Block, Koramangala",,,105,560095,Karnataka,"5th Block, 17th C Main Road, KHB Colony , Koramangala",,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,+9180 4110 5151,,,,OpenGovernmentData,,,node,,https://www.seekandsource.com/acurahospital,,,,,12.9353208,77.6205504
4447171840,The Homoeo World,,Bangalore,,,,,,1,560003,,"2nd Cross Rd, Malleshwaram",,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080 2346 1995,,,,,,,node,,,,,,,12.9947201,77.5715879
4447273084,Oxford Hospital,,Bangalore,,,,,,,560078,,"Mnr Arcade, Saraki Gate, Kanakapura Road, Saraki Gate",,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080 2245 2500,,,,justdial,,,node,,,,,,,12.9312101,77.5756907
4448075597,Vijay Diagnostic Centre,,bangalore,,,,,,"58,59",560029,,"3rd Main,KEB Layout, BTM Layout  1",,,,,hospital,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080 2668 4260,,,,http://www.bangalorean.co.in/,,,node,,,,,,,12.9458746,77.5877756
4577045761,Government Maternity Home,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಸರ್ಕಾರಿ ಮಾತೃತ್ವ ಮನೆ,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9983402,77.6200927
4578753189,Lucid Medical Diagnostics,,,,,,,,46,560082,,3 Main Road,,,,,hospital,,,,,,,,,,,,,,,,,radiologylucid@gmail.com,,,,,hospital,,,,,,wlan,,,,,,,,,,,,,,,,,,24/7,,,,,,08049364444,,,,,,,node,,https://luciddiagnostics.com/,,,,,12.9306876,77.5794541
4680014207,NIMHANS - Ashwini Block,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9397588,77.59445
4729472422,National Institute of Mental Health and Neuro Sciences,,,,Bangalore,"Lakkasandra, Wilson Garden, Bangalore, Karnataka, India",,,,560029,Karnataka,,Bangalore East,,,,hospital,,,,,,,,,,,,,08026995201;08026995000;08026995202,,Medical Colleges Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIMHANS,OpenGovernmentData,,,node,,,,,,,12.9400669,77.5931597
4729478014,NBRC(National Brain Research Center),,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9404277,77.5988406
4813324323,,,,,,,,,6,600013,,SOMU STREET 6th LANE,,,,,hospital,,,,,,,,,,,,,,,,,drasrajaguru@gmail.com,,,,,hospital,,,,,,wlan,,,,,GURU EYE HOSPITAL,,,,,,,,,,,,,Mo-Su 09:00-21:00,,,,,,+914425980998,,,,,,,node,,,,,,,13.1133021,80.2905249
4840185928,Cambridge Hospital,,,,Bengaluru Urban,"No 18/17, Cambridge Road, Ulsoor",,,,560008,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,Cambridge Hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9716236,77.6273835
4843104321,Respigen healthcare,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respigen healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9555357,77.5918347
4849107926,Hosmat Hospital,,,,,,,,,,,,,,,,hospital,,,,,2025-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,13.0080001,77.5837482
5157373807,Altius Hospital,,,,Bengaluru Urban,"6/63, 59Th Cross, 4Th Block, Rajajinagar Entrance, Mei Polytechnic, Rajajinagar",,,,560010,Karnataka,,,,,Altius Cancer Center,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9849537,77.5569222
5174903787,Bangalore Diabetes Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9918415,77.5968531
5234723863,V. S. Achar Multispeciality Hospital,,,,Bengaluru Urban,"196, 10Th Cross, Wilson Gardens",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9472091,77.5966914
5234739990,Nature Cure Hospital,,Bangalore,,Bengaluru Urban,"No.1537/1, 9th Main Road, 3rd Block, Jayanagar",,,1537/1,560011,Karnataka,9th Main Road,,Jayanagar 3rd Block,,,hospital,,,,,,,,,,,,,,,,,infokpcpt@gmail.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,"We-Mo 07:00-12:00,13:00-18:00",,,private,,,+91 80 2663 1945;+91 80 2244 6035,,,,OpenGovernmentData,,,node,,https://www.jayanagarnaturecure.in/,,,,,12.933223,77.5842632
5246751221,Sir Ganga Ram Kolmet Hospital,,,,Central,"7-B, Pusa Road, Karol Bagh",,,,110060,Delhi,,,,,,hospital,,,,,,,,,,,,,1145099999,,<100 Bedded Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,28.643492,77.187296
5259407821,Government Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.966103,77.5549647
5263563022,,,,,Chennai,"Siruvallur, Perambur, Chennai",,,,600011,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,J.M Hoapital,,,,,,,,,,,,,,,,,,,,,,,Local Knowledge,,,node,,,,,,,13.1131363,80.2429369
5265649228,"Emergency Block , NIMHANS",,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,yes,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9403849,77.5945391
5336542921,The Cresent Hospital,Chennai Zone Ix,,,Chennai,"New No:91, Old No: 46, Royapettah, Dr. Besant Road",,,,600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,The Crescent Hospital,,,,,,,,,,,,,Mo-Sa 08:00-13:00; Su 08:00-12:00,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0527235,80.2727336
5367950021,Biocosmo Healthcare,,,,,,,,27,600034,,Mahalingapuram Main Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,Biocosmo Healthcare,,,,,,,,,,,,,Mo-Sa 10:30-19:30; Su 14:30-19:30,,,,,,7200080075,,,,,,,node,,,,,,,13.0590329,80.2375326
5547728024,ஹிபா சிறப்பு மருத்துவமனை,,,,Chennai,"Old No-25 New No:53, Big Street, Near Hindu Higher Secondary School",,,"25,53",600005,Tamil Nadu,Veeraraghava Street (Big St),,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,hiba specility hospital,,,,,,,,,,,,,24/7,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0615207,80.275747
5716797221,Sri Shankara Cancer Hospital And Research Centre (A Service Unit Of Sscf),,,,Bengaluru Urban,"1st Cross, Shankarapuram, Basavanaagudi",,,,560004,Karnataka,"1st cross, Shankar math premises",,,,,hospital,,,,,,,,sschrcblr,shankara_cancer,,,,,shankaracancer,,,queries@sschrc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,080-26981000,,,,OpenGovernmentData,,,node,,https://shankaracancerfoundation.org/,,,,,12.9542624,77.5709473
5758573849,City Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,28.6439995,77.1912841
5862574185,Lakeside Medical Centre and Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9878631,77.6177434
5915195092,Aparna Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9362087,77.616947
6393830707,Sujatha Hospital,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,,,12.9781293,77.6372391
6914768001,Sen Hospital,,,,Chennai,"New No. 51, 18,Bunder Garden Street,Perambur,Opposite Lourdes Girls School",,,,600011,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1105649,80.2418775
6914768046,Billroth Hospitals,,,,Chennai,"43, Lakshmi Talkies Road, Shenoy Nagar",,,,600030,Tamil Nadu,,Shenoy Nagar,,,,hospital,,,,,,,,,,,,,,,,,support@billroth.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.billrothhospitals.com/,,,,,13.0757435,80.2272588
6914768088,Dr. U. Mohan Rau Memorial Hospital - Chennai,,,,Chennai,"962, Poonamallee High Road, Near Egmore Over Bridge",,,,600084,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,yes,,,,13.079494,80.2572808
6914880538,Chennai Cancer Care,,,,Chennai,"# 55,New Avadi Road,Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0762935,80.234026
6914880540,Chennai Heart Centre,,,,Chennai,"64, Medavakkam Tank Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0917939,80.2410534
6914880552,Mots Hospital,,,,Chennai,"264/125, Kilpauk Garden Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0833606,80.2341561
6914896212,R.K. Gynaec And Maternity Hospital,,,,Chennai,"866, Poonamallee High Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0788127,80.2481786
6914896269,Psymed Hospiyal,,,,Chennai,"49/2,Harrington Road,Chetput",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0714757,80.2317998
6915117046,"M N Eye Hospital Private Limited, Tondiarpet",,,,Chennai,"No.781, T H Road, Opposite Tondiarpet Police Station",,,,600021,Tamil Nadu,,Tondiarpet,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.mneyehospitals.com/,,,,,13.1232306,80.2876528
6915134068,Doctor Rexs Hospitals,,,,Chennai,"(Old No.19), New No.37, Millers Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0838812,80.2502386
6915218991,Deepam Muthu Hospital,,,,Chennai,"#105, Pulianthope High Road,Pulianthope",,,,600012,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0995855,80.2605303
6926055600,Satish Eye Hospital,,,,Chennai,"No. 15, Ormes Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0813959,80.2469972
6926060954,Subha Hospital,,,,Chennai,"87/38, M.S. Koil Street, Royapuram",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1113868,80.2923493
6926411928,"Ayesha Hospital, Kilpauk",,,,Chennai,"91-A Millers Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0847009,80.2498054
6926437416,Fousiya Hospital,Chennai Zone Ix,,,Chennai,"New No: 119, Old No: 56, Ice House Police Station, Triplicane, Dr. Natesan St;Sudandira Nagar",,,,600005;600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData;Local Knowledge,,,node,,,,,,,13.0477722,80.2744473
6926437428,Hande Hospital,,,,Chennai,"45, Lakshmi Talkies Road",,,,600030,Tamil Nadu,,Shenoy Nagar,,,,hospital,,,,,,,,,,,,,,,,,handehospital@yahoo.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.handehospital.org/,,,,,13.0764653,80.2274586
6926494067,G K M Hospital Pvt Ltd,,,,Chennai,"120/113, Perambur Barracks Road, Purasawalkam",,,,600004,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0899919,80.2585199
6927380447,"Santhigiri Ayurveda and Siddha Hospital, Chennai",,,,Chennai,"No.159 Lloyds Road , Siva .Ent Hospital Building",,,,600014,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0476871,80.2646568
6928327073,Sri Kumaran Multi Speciality Hospital,,,,Chennai,"N0:532, Suriya Narayana Street, Royapuram",,,,600012,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1152895,80.2923614
6928384708,Dr. K Ravi Eye Care,,,,Chennai,No. 03 2nd Link Street. Cit Colony,,,,600004,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0407013,80.2618016
6928752799,Dr. Mohans Mv Diabetes Specialities Centre - Chennai,,,,Chennai,"6B, Conran Smith Road, Gopalapuram",,,,600086,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,multi speciality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0541946,80.257671
6928878284,Lifeline Rigid Hospital,,,,Chennai,"47/3, New Avadi Road,Near Kilpauk Post Office",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0780204,80.2336988
6928899364,Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,,,,Chennai,"#729, P.H. Road, ,Near Pachaiappa's College,Aminjikarai",,,,600029,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,Q30269766,,,13.0748591,80.2299839
6929359057,Bharathirajaa Hospital and Research centre,Chennai Zone Ix,,,Chennai,"Gopathi Narayanaswami Chetty Rd, Satyamurthy Nagar, T. Nagar",,,,600017,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0480981,80.245015
6929359073,Bethany Health Care Centre,,,,Chennai,"72, Spur Tank Road,Chetpet",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0699812,80.2444142
6929359084,Bhagwan Mahaveer Eye Hospital,,,,Chennai,"No.142, M.S. Koil Street, Royapuram",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1105084,80.2917197
6929625901,B.R.S. Hospital Pvt. Ltd.,Chennai Zone Ix,,,Chennai,"No: 28, Cathedral Gardens Road, Next Hotel Palm Grove, Nungambakkam",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0519442,80.2454831
6929737121,Chitra's Ent Laser Hospital,,,,Chennai,"No.30C, Cathedral Garden Road, Nungambakkam",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0518247,80.2476483
6930467954,Dr.Mu.Va.Hospital,,,,Chennai,"6,Kanniamman,Koil Street,Shenoy Nagar",,,,600032,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0743327,80.228278
6931566251,Mysaan Hospital,,,,Chennai,"19/10, Thayar Street, Mount Road",,,,600002,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0641326,80.2705644
6932938089,Laksha Hospital,,,,Chennai,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",,,,600004,Tamil Nadu,,Mylapore,,,,hospital,,,,,,,,,,,,,,,,,admin@lakshahospitals.com; stemcell@lakshahospitals.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://www.lakshahospitals.com/,,,,,13.0435469,80.2636349
6932966221,Narayanaa Hospital,,,,Chennai,"No.18, Tana Street, Purasawalkam",,,,600007,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0893773,80.2547595
6933016136,"Noble Hospital, Chennai",,,,Chennai,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",,,,600084,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0821536,80.253244
6933130958,Diabetes Research Centre and M.V.Hospital For Diabetes,,,,Chennai,"No.4, West Mada Church Street",,,,600013,Tamil Nadu,,Royapuram,,,,hospital,,,,,,,,,,,,,,,,,drvijay@mvdiabetes.com; appointments@mvdiabetes.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.mvdiabetes.com/,,Q30270047,,,13.1119458,80.2952072
6933370913,Apollo First Medical Foundation,,,,Chennai,"154, Poonta Nala High. Road,Kilpauk, Near , K.Mc. Hospital",,,,600010,Tamil Nadu,,,,,Apollo FirstMed,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0776912,80.2459216
6933510851,Josephs Nursing Home,,,,Chennai,"10-A, Dr. Guruswamy Road, Chetpet",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0739408,80.2357346
6933514287,Jayadev Polyclinic Hospital,,,,Chennai,"No : 814, Poonamallee High Road ., Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0778545,80.2415295
6933794368,Vasantha Subramanian Hospitals Pvt Ltd,,,,Chennai,"13, East Spurtank Road, Chetpet",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0731975,80.2527237
6933802716,"Vasan Eye Care Hospital, Tondiarpet",,,,Chennai,"New No 976, Old No 447, T H Road,Old Washermenpet, Opp To Nirmala Silks,Tondiarpet",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1109009,80.2812195
6933833923,Life Medhospital,Chennai Zone Ix,,,Chennai,"32/12, Next To Gopalapuram Boys High School Play Ground, Gopalapuram, Conran Smith Road",,,,600086,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0535505,80.2576911
6933869777,"K.M. Hospitals, Chennai",,,,Tiruvallur,"No.167,E.H.Road,Vyasarpadi,Sharma Nagar,Chennai",,,,600019,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0884107,80.2421169
6933875088,Zubeda Hospitals Ltd.,,,,Chennai,"# 10, Dr. Guruswamy Road",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0741955,80.2357775
6933910999,RR Multispeciality Hospital,Chennai Zone Ix,,,Chennai,"Near Rathna Cafe Hotel, Triplicane, T.H. Road",,,,600005,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0584745,80.2740124
6933998001,Dr.Manju Kulkarni Hospital,,,,Chennai,"No,18,Nowroji Road",,,,600001,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0743836,80.2367672
6934036697,Sri Eshodha Hospital,,,,Chennai,"No.46, Konnur High Road Ayanavaram",,,,600023,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0981213,80.2362643
6934246102,Srinivas Priya Hospital (P) Ltd,,,,Chennai,"Old No.89,& New No.106 Pate Road Perambur, (Near Perambur Railway Station), Patel Road",,,,600011,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1100467,80.2466847
6934271075,M. N. Orthopaedic Hospital,,,,Chennai,"No. 14, Bank Street Off New Avadi Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,yes,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+914426442279,,,,OpenGovernmentData,1975,,node,,https://www.mnorthohosp.com/,,,,,13.0810328,80.2336653
6934271106,M V Hospital For Diabetes Pvt Ltd,,,,Chennai,"No-4, West Mada Church Street, Royapuram",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1121574,80.2956927
6934301423,"A.V. Hospital, Chennai",,,,Chennai,"# 172, Solaiappan Stree, Near Maharani Theatre",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,multi speciality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1170802,80.2864189
6934325849,N.R. Medical Home Private Limited,,,,Chennai,"No 1, Binny Colony, Perambur Barracks Road, Behind Binny Cloth Show Room",,,,600012,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0965878,80.2597135
